Data da Homologação,Número de Homologação,Nome do Solicitante,CNPJ do Solicitante,Certificado de Conformidade Técnica,Data do Certificado de Conformidade Técnica,Data de Validade do Certificado,Código de Situação do Certificado,Situação do Certificado,Código de Situação do Requerimento,Situação do Requerimento,Nome do Fabricante,Modelo,Nome Comercial,Categoria do Produto,Tipo do Produto,IC_ANTENA,IC_ATIVO,País do Fabricante,CodUIT,CodISO
07/01/2015,131401003,LG ELECTRONICS DO BRASIL LTDA,1166372000155,81777,28/01/2014,28/01/2016 00:00:00,6,Suspenso,10,Homologação Suspensa,LG ELECTRONICS DO BRASIL LTDA,LG-D175f,LG-D175f,1,Telefone Móvel Celular,N,S,Brasil,BRA,BRA
07/01/2015,131401003,LG ELECTRONICS DO BRASIL LTDA,1166372000155,81777,28/01/2014,28/01/2016 00:00:00,6,Suspenso,10,Homologação Suspensa,LG ELECTRONICS DO BRASIL LTDA,LG-D165f,LG-D165f,1,Telefone Móvel Celular,N,S,Brasil,BRA,BRA
10/09/2007,2610500502,MOTOROLA MOBILITY COMERCIO DE PRODUTOS ELETRONICOS LTDA,1472720000112,TRB-TEL-010/2001-169,05/04/2005,05/04/2008 00:00:00,6,Suspenso,11,Homologação Cancelada,MOTOROLA MOBILITY COMERCIO DE PRODUTOS ELETRONICOS LTDA,V635,V635,1,Telefone Móvel Celular,N,S,Brasil,BRA,BRA
20/02/2009,27180802435,Sony Ericsson Mobile Communication do Brasil Ltda,4667337000108,03001/08,13/02/2009,13/02/2011 00:00:00,6,Suspenso,10,Homologação Suspensa,Sony Mobile Communications AB,C510a,C510a,1,Telefone Móvel Celular,N,S,Suécia,S,SWE
24/03/2005,2750501003,LG ELECTRONICS DO BRASIL LTDA,1166372000155,547,01/12/2011,15/03/2007 00:00:00,6,Suspenso,11,Homologação Cancelada,LG ELECTRONICS DO BRASIL LTDA,MG105,MG105,1,Telefone Móvel Celular,N,S,Brasil,BRA,BRA
13/05/2005,280401547,Nokia do Brasil Tecnologia Ltda.,2140198000215,NCC 1516/03,02/05/2005,02/05/2006 00:00:00,6,Suspenso,11,Homologação Cancelada,Microsoft Mobile Oy,6820,6820,1,Telefone Móvel Celular,N,S,Finlândia,FIN,FIN
13/05/2005,280401547,Nokia do Brasil Tecnologia Ltda.,2140198000215,NCC 1516/03,02/05/2005,02/05/2006 00:00:00,6,Suspenso,11,Homologação Cancelada,Microsoft Mobile Oy,6822,6822,1,Telefone Móvel Celular,N,S,Finlândia,FIN,FIN
28/01/2014,34311303589,POSITIVO TECNOLOGIA S.A.,81243735000148,80322,18/12/2013,18/12/2015 00:00:00,6,Suspenso,10,Homologação Suspensa,POSITIVO TECNOLOGIA S.A.,YPY S500,YPY S500,1,Telefone Móvel Celular,N,S,Brasil,BRA,BRA
25/11/2008,19300701663,SIMM - SOLUCOES INTELIGENTES PARA MERCADO MOVEL DO BRASIL S.A.,6964587000135,01922/07,28/12/2007,28/12/2009 00:00:00,6,Suspenso,10,Homologação Suspensa,High Tech Computer Corporation,HTC-P3301,HTC-P3301,1,Telefone Móvel Celular,N,S,Taiwan,TWN,TWN
15/09/2009,26740801547,Nokia do Brasil Tecnologia Ltda.,2140198000134,02980/08,05/01/2009,05/01/2011 00:00:00,6,Suspenso,10,Homologação Suspensa,Microsoft Mobile Oy,E75-2,E75-2,1,Telefone Móvel Celular,N,S,Finlândia,FIN,FIN
17/01/2012,34831100953,SAMSUNG ELETRONICA DA AMAZONIA LTDA,280273000218,MT-1447/2011,02/01/2012,02/01/2014 00:00:00,6,Suspenso,10,Homologação Suspensa,Samsung Electronics Co Ltd.,GT-B5512B,GT-B5512B,1,Telefone Móvel Celular,N,S,Coréia,KOR,KOR
16/01/2003,610300502,MOTOROLA MOBILITY COMERCIO DE PRODUTOS ELETRONICOS LTDA,1472720000112,TRB-TEL-010/2001-61,30/12/2002,30/12/2003 00:00:00,6,Suspenso,11,Homologação Cancelada,MOTOROLA MOBILITY COMERCIO DE PRODUTOS ELETRONICOS LTDA,120c,120c,1,Telefone Móvel Celular,N,S,Brasil,BRA,BRA
07/03/2016,41751400953,SAMSUNG ELETRONICA DA AMAZONIA LTDA,280273000218,87819,05/01/2015,05/01/2017 00:00:00,6,Suspenso,10,Homologação Suspensa,Samsung Electronics Co Ltd.,SM-E500M/DS (Galaxy E5),SM-E500M/DS (Galaxy E5),1,Telefone Móvel Celular,N,S,Coréia,KOR,KOR
15/01/2008,18230703257,HUAWEI DO BRASIL TELECOMUNICACOES LTDA,2975504000152,NCC 4285/07,11/12/2007,11/12/2008 00:00:00,6,Suspenso,10,Homologação Suspensa,Huawei Technologies Co. Ltd,U5705,U5705,1,Telefone Móvel Celular,N,S,China,CHN,CHN
29/01/2009,19920802421,Blackberry Serv. de Suporte de Vendas Brasil LTDA,7058628000197,1532,06/01/2009,06/01/2016 00:00:00,6,Suspenso,10,Homologação Suspensa,Blackberry Limited,Blackberry 9500,Blackberry 9500,1,Telefone Móvel Celular,N,S,Canadá,CAN,CAN
29/01/2009,26010801663,SIMM - SOLUCOES INTELIGENTES PARA MERCADO MOVEL DO BRASIL S.A.,6964587000135,02956/08,05/01/2009,05/01/2011 00:00:00,6,Suspenso,10,Homologação Suspensa,High Tech Computer Corporation,HTC Touch T2223,HTC Touch T2223,1,Telefone Móvel Celular,N,S,Taiwan,TWN,TWN
07/03/2016,41751400953,SAMSUNG ELETRONICA DA AMAZONIA LTDA,280273000218,87819,05/01/2015,05/01/2017 00:00:00,6,Suspenso,10,Homologação Suspensa,Samsung Electronics Co Ltd.,SM-E500M (Galaxy E5),SM-E500M (Galaxy E5),1,Telefone Móvel Celular,N,S,Coréia,KOR,KOR
19/09/2001,20020100563,Nokia do Brasil Tecnologia Ltda.,2140198000134,15,04/09/2001,04/09/2002 00:00:00,6,Suspenso,11,Homologação Cancelada,Nokia do Brasil Tecnologia Ltda.,3320,3320,1,Telefone Móvel Celular,N,S,Brasil,BRA,BRA
28/09/2007,20900602303,SAMSUNG ELETRONICA DA AMAZONIA LTDA,280273000218,01236/06,05/01/2007,29/12/2008 00:00:00,6,Suspenso,10,Homologação Suspensa,SAMSUNG ELETRONICA DA AMAZONIA LTDA,SGH-E250,SGH-E250,1,Telefone Móvel Celular,N,S,Brasil,BRA,BRA
19/09/2001,20030100563,Nokia do Brasil Tecnologia Ltda.,2140198000134,16,13/09/2001,13/09/2002 00:00:00,6,Suspenso,11,Homologação Cancelada,Nokia do Brasil Tecnologia Ltda.,Freedom TD1000,Freedom TD1000,1,Telefone Móvel Celular,N,S,Brasil,BRA,BRA
22/02/2013,35401100502,MOTOROLA MOBILITY COMERCIO DE PRODUTOS ELETRONICOS LTDA,1472720000112,NCC 8225/12,04/01/2012,04/01/2014 00:00:00,6,Suspenso,10,Homologação Suspensa,MOTOROLA MOBILITY COMERCIO DE PRODUTOS ELETRONICOS LTDA,XT320,XT320,1,Telefone Móvel Celular,N,S,Brasil,BRA,BRA
22/02/2013,35401100502,MOTOROLA MOBILITY COMERCIO DE PRODUTOS ELETRONICOS LTDA,1472720000112,NCC 8225/12,04/01/2012,04/01/2014 00:00:00,6,Suspenso,10,Homologação Suspensa,MOTOROLA MOBILITY COMERCIO DE PRODUTOS ELETRONICOS LTDA,XT321,XT321,1,Telefone Móvel Celular,N,S,Brasil,BRA,BRA
22/02/2013,35401100502,MOTOROLA MOBILITY COMERCIO DE PRODUTOS ELETRONICOS LTDA,1472720000112,NCC 8225/12,04/01/2012,04/01/2014 00:00:00,6,Suspenso,10,Homologação Suspensa,MOTOROLA MOBILITY COMERCIO DE PRODUTOS ELETRONICOS LTDA,XT326,XT326,1,Telefone Móvel Celular,N,S,Brasil,BRA,BRA
22/02/2013,35401100502,MOTOROLA MOBILITY COMERCIO DE PRODUTOS ELETRONICOS LTDA,1472720000112,NCC 8225/12,04/01/2012,04/01/2014 00:00:00,6,Suspenso,10,Homologação Suspensa,MOTOROLA MOBILITY COMERCIO DE PRODUTOS ELETRONICOS LTDA,XT327,XT327,1,Telefone Móvel Celular,N,S,Brasil,BRA,BRA
30/04/2009,230801003,LG ELECTRONICS DO BRASIL LTDA,1166372000155,02019/07,04/01/2008,04/01/2010 00:00:00,6,Suspenso,10,Homologação Suspensa,LG ELECTRONICS DO BRASIL LTDA,KE990c,KE990c,1,Telefone Móvel Celular,N,S,Brasil,BRA,BRA
03/03/2006,2950601003,LG ELECTRONICS DO BRASIL LTDA,1166372000155,00625/06,07/02/2006,07/02/2007 00:00:00,6,Suspenso,10,Homologação Suspensa,LG ELECTRONICS DO BRASIL LTDA,MG180c,MG180c,1,Telefone Móvel Celular,N,S,Brasil,BRA,BRA
14/02/2014,44251301003,LG ELECTRONICS DO BRASIL LTDA,1166372000155,81916,14/01/2014,14/01/2015 00:00:00,6,Suspenso,10,Homologação Suspensa,LG ELECTRONICS DO BRASIL LTDA,LG-D956,LG-D956,1,Telefone Móvel Celular,N,S,Brasil,BRA,BRA
30/04/2002,2180200563,Nokia do Brasil Tecnologia Ltda.,2140198000134,02702CAF3001,24/01/2002,24/01/2003 00:00:00,6,Suspenso,11,Homologação Cancelada,Nokia do Brasil Tecnologia Ltda.,Freedom GS1100,Freedom GS1100,1,Telefone Móvel Celular,N,S,Brasil,BRA,BRA
30/04/2002,2190200563,Nokia do Brasil Tecnologia Ltda.,2140198000134,02902CAF3001,18/04/2002,18/04/2003 00:00:00,6,Suspenso,11,Homologação Cancelada,Nokia do Brasil Tecnologia Ltda.,Neo TD850,Neo TD850,1,Telefone Móvel Celular,N,S,Brasil,BRA,BRA
06/02/2009,27030800953,SAMSUNG ELETRONICA DA AMAZONIA LTDA,280273000218,08/UL-BRBH-0008,26/01/2009,25/01/2012 00:00:00,6,Suspenso,10,Homologação Suspensa,Samsung Electronics Co Ltd.,E2210L,E2210L,1,Telefone Móvel Celular,N,S,Coréia,KOR,KOR
06/02/2009,1450901003,LG ELECTRONICS DO BRASIL LTDA,1166372000155,03088/09,26/01/2009,26/01/2011 00:00:00,6,Suspenso,10,Homologação Suspensa,LG ELECTRONICS DO BRASIL LTDA,GD330,GD330,1,Telefone Móvel Celular,N,S,Brasil,BRA,BRA
21/03/2007,20340602435,Sony Ericsson Mobile Communication do Brasil Ltda,4667337000108,01251/06,10/01/2007,03/01/2008 00:00:00,6,Suspenso,10,Homologação Suspensa,Sony Mobile Communications AB,Z610i,Z610i,1,Telefone Móvel Celular,N,S,Suécia,S,SWE
20/02/2009,120901547,Nokia do Brasil Tecnologia Ltda.,2140198000134,03043/08,12/02/2009,12/02/2011 00:00:00,6,Suspenso,10,Homologação Suspensa,Microsoft Mobile Oy,1661-2b,1661-2b,1,Telefone Móvel Celular,N,S,Finlândia,FIN,FIN
07/01/2015,44261301003,LG ELECTRONICS DO BRASIL LTDA,1166372000155,81984,23/01/2014,23/01/2016 00:00:00,6,Suspenso,10,Homologação Suspensa,LG ELECTRONICS DO BRASIL LTDA,LG-D410hn,LG-D410hn,1,Telefone Móvel Celular,N,S,Brasil,BRA,BRA
07/01/2015,44261301003,LG ELECTRONICS DO BRASIL LTDA,1166372000155,81984,23/01/2014,23/01/2016 00:00:00,6,Suspenso,10,Homologação Suspensa,LG ELECTRONICS DO BRASIL LTDA,LG-D410h,LG-D410h,1,Telefone Móvel Celular,N,S,Brasil,BRA,BRA
07/01/2015,44261301003,LG ELECTRONICS DO BRASIL LTDA,1166372000155,81984,23/01/2014,23/01/2016 00:00:00,6,Suspenso,10,Homologação Suspensa,LG ELECTRONICS DO BRASIL LTDA,LG-D400hn,LG-D400hn,1,Telefone Móvel Celular,N,S,Brasil,BRA,BRA
30/04/2002,2200200563,Nokia do Brasil Tecnologia Ltda.,2140198000134,02802XXX3001,18/04/2002,18/04/2003 00:00:00,6,Suspenso,11,Homologação Cancelada,Nokia do Brasil Tecnologia Ltda.,8265,8265,1,Telefone Móvel Celular,N,S,Brasil,BRA,BRA
25/09/2007,380702456,palm Comércio de Aparelhos Eletrônicos Ltda.,3945641000107,01286/06,02/03/2007,01/03/2008 00:00:00,6,Suspenso,10,Homologação Suspensa,Palm Inc,Treo 750,Treo 750,1,Telefone Móvel Celular,N,S,Estados Unidos da América,USA,USA
11/09/2008,1130702303,SAMSUNG ELETRONICA DA AMAZONIA LTDA,280273000218,01313/07,29/01/2007,26/01/2009 00:00:00,6,Suspenso,10,Homologação Suspensa,SAMSUNG ELETRONICA DA AMAZONIA LTDA,SGH-E256,SGH-E256,1,Telefone Móvel Celular,N,S,Brasil,BRA,BRA
25/01/2008,1150702303,SAMSUNG ELETRONICA DA AMAZONIA LTDA,280273000218,01315/07,30/01/2007,25/01/2009 00:00:00,6,Suspenso,10,Homologação Suspensa,SAMSUNG ELETRONICA DA AMAZONIA LTDA,SGH-C266,SGH-C266,1,Telefone Móvel Celular,N,S,Brasil,BRA,BRA
15/02/2013,37201202435,Sony Ericsson Mobile Communication do Brasil Ltda,4667337000108,07276/12,29/01/2013,29/01/2015 00:00:00,6,Suspenso,10,Homologação Suspensa,Sony Mobile Communications AB,C1604,C1604,1,Telefone Móvel Celular,N,S,Suécia,S,SWE
15/02/2011,1481100953,SAMSUNG ELETRONICA DA AMAZONIA LTDA,280273000218,04931/11,08/02/2011,08/02/2013 00:00:00,6,Suspenso,10,Homologação Suspensa,Samsung Electronics Co Ltd.,GT-E2330B,GT-E2330B,1,Telefone Móvel Celular,N,S,Coréia,KOR,KOR
05/04/2006,5310602577,Gradiente Eletrônica S/A,43185362003041,NCC 3075/06,24/03/2006,24/03/2007 00:00:00,6,Suspenso,10,Homologação Suspensa,Gradiente Eletrônica S/A,GC-202x,GC-202x,1,Telefone Móvel Celular,N,S,Brasil,BRA,BRA
01/04/2008,20510700953,SAMSUNG ELETRONICA DA AMAZONIA LTDA,280273000218,01966/07,29/02/2008,28/02/2010 00:00:00,6,Suspenso,10,Homologação Suspensa,Samsung Electronics Co Ltd.,SGH-J700L,SGH-J700L,1,Telefone Móvel Celular,N,S,Coréia,KOR,KOR
22/01/2002,110200502,MOTOROLA MOBILITY COMERCIO DE PRODUTOS ELETRONICOS LTDA,1472720000112,TRB-TEL-010/2001-9-2,15/01/2002,15/01/2003 00:00:00,6,Suspenso,11,Homologação Cancelada,MOTOROLA MOBILITY COMERCIO DE PRODUTOS ELETRONICOS LTDA,Timeport P8160,Timeport P8160,1,Telefone Móvel Celular,N,S,Brasil,BRA,BRA
09/01/2004,290401547,Nokia do Brasil Tecnologia Ltda.,2140198000215,NCC 1546/03,05/01/2004,05/01/2005 00:00:00,6,Suspenso,11,Homologação Cancelada,Microsoft Mobile Oy,3660,3660,1,Telefone Móvel Celular,N,S,Finlândia,FIN,FIN
22/01/2002,120200502,MOTOROLA MOBILITY COMERCIO DE PRODUTOS ELETRONICOS LTDA,1472720000112,TRB-TEL-010/2001-11,15/01/2002,15/01/2003 00:00:00,6,Suspenso,11,Homologação Cancelada,MOTOROLA MOBILITY COMERCIO DE PRODUTOS ELETRONICOS LTDA,Talkabout T8160,Talkabout T8160,1,Telefone Móvel Celular,N,S,Brasil,BRA,BRA
15/09/2003,620301853,BenQ Eletroeletrônica Ltda.,7560958000186,TRB-TEL-02.031-2,30/07/2003,30/07/2004 00:00:00,6,Suspenso,11,Homologação Cancelada,BenQ Mobile,S55,S55,1,Telefone Móvel Celular,N,S,Alemanha,D,DEU
06/02/2009,1280901003,LG ELECTRONICS DO BRASIL LTDA,1166372000155,03087/09,23/01/2009,23/01/2011 00:00:00,6,Suspenso,10,Homologação Suspensa,LG ELECTRONICS DO BRASIL LTDA,GM210,GM210,1,Telefone Móvel Celular,N,S,Brasil,BRA,BRA
30/01/2012,35671105404,SEMP TCL MOBILIDADE LTDA.,8649664000198,06007/11,18/01/2012,18/01/2014 00:00:00,6,Suspenso,10,Homologação Suspensa,TCT MOBILE INTERNATIONAL LIMITED,one touch 810D,one touch 810D,1,Telefone Móvel Celular,N,S,China,CHN,CHN
20/11/2015,501501003,LG ELECTRONICS DO BRASIL LTDA,1166372000155,88094,13/01/2015,13/01/2017 00:00:00,6,Suspenso,10,Homologação Suspensa,LG ELECTRONICS DO BRASIL LTDA,LG-H502TV (Prime Plus HDTV),LG-H502TV (Prime Plus HDTV),1,Telefone Móvel Celular,N,S,Brasil,BRA,BRA
20/11/2015,501501003,LG ELECTRONICS DO BRASIL LTDA,1166372000155,88094,13/01/2015,13/01/2017 00:00:00,6,Suspenso,10,Homologação Suspensa,LG ELECTRONICS DO BRASIL LTDA,LG-H502f (Prime Plus),LG-H502f (Prime Plus),1,Telefone Móvel Celular,N,S,Brasil,BRA,BRA
22/11/2004,2260400502,MOTOROLA MOBILITY COMERCIO DE PRODUTOS ELETRONICOS LTDA,1472720000112,TRB-TEL-010/2001-120,12/08/2004,12/08/2005 00:00:00,6,Suspenso,11,Homologação Cancelada,MOTOROLA MOBILITY COMERCIO DE PRODUTOS ELETRONICOS LTDA,V600 (G 8/9/1.8/1.9),V600 (G 8/9/1.8/1.9),1,Telefone Móvel Celular,N,S,Brasil,BRA,BRA
29/01/2009,22590701663,SIMM - SOLUCOES INTELIGENTES PARA MERCADO MOVEL DO BRASIL S.A.,6964587000135,02046/07,25/01/2008,25/01/2010 00:00:00,6,Suspenso,10,Homologação Suspensa,High Tech Computer Corporation,HTC Touch - P3451,HTC Touch - P3451,1,Telefone Móvel Celular,N,S,Taiwan,TWN,TWN
04/05/2005,3910502303,SAMSUNG ELETRONICA DA AMAZONIA LTDA,280273000218,NCC 2412/05,28/04/2005,27/04/2007 00:00:00,6,Suspenso,11,Homologação Cancelada,SAMSUNG ELETRONICA DA AMAZONIA LTDA,SGH-X480,SGH-X480,1,Telefone Móvel Celular,N,S,Brasil,BRA,BRA
08/04/2008,22280702435,Sony Ericsson Mobile Communication do Brasil Ltda,4667337000108,02025/07,20/03/2008,20/03/2010 00:00:00,6,Suspenso,10,Homologação Suspensa,Sony Mobile Communications AB,W380a,W380a,1,Telefone Móvel Celular,N,S,Suécia,S,SWE
21/02/2014,1781401003,LG ELECTRONICS DO BRASIL LTDA,1166372000155,82139,28/01/2014,28/01/2016 00:00:00,6,Suspenso,10,Homologação Suspensa,LG ELECTRONICS DO BRASIL LTDA,LG-D325f8,LG-D325f8,1,Telefone Móvel Celular,N,S,Brasil,BRA,BRA
18/01/2013,33331205404,SEMP TCL MOBILIDADE LTDA.,8649664000198,07171/12,02/01/2013,02/01/2015 00:00:00,6,Suspenso,10,Homologação Suspensa,TCT MOBILE INTERNATIONAL LIMITED,one touch 316G,one touch 316G,1,Telefone Móvel Celular,N,S,China,CHN,CHN
16/01/2003,590301865,Sony Ericsson Mobile Communication do Brasil Ltda,4667337000108,NCC 697/03,08/01/2003,08/01/2004 00:00:00,6,Suspenso,11,Homologação Cancelada,Sony France AS,P800,P800,1,Telefone Móvel Celular,N,S,França,F,FRA
16/01/2004,450401865,Sony Ericsson Mobile Communication do Brasil Ltda,4667337000108,NCC 1559/04,07/01/2004,07/01/2005 00:00:00,6,Suspenso,11,Homologação Cancelada,Sony France AS,P900,P900,1,Telefone Móvel Celular,N,S,França,F,FRA
20/02/2002,350200563,Nokia do Brasil Tecnologia Ltda.,2140198000134,00302XXX3001,24/01/2002,24/01/2003 00:00:00,6,Suspenso,11,Homologação Cancelada,Nokia do Brasil Tecnologia Ltda.,3310,3310,1,Telefone Móvel Celular,N,S,Brasil,BRA,BRA
19/03/2009,3990900953,SAMSUNG ELETRONICA DA AMAZONIA LTDA,280273000218,03170/09,06/03/2009,06/03/2012 00:00:00,6,Suspenso,10,Homologação Suspensa,Samsung Electronics Co Ltd.,GT-M2310,GT-M2310,1,Telefone Móvel Celular,N,S,Coréia,KOR,KOR
22/02/2013,3901301003,LG ELECTRONICS DO BRASIL LTDA,1166372000155,07395/13,14/02/2013,14/02/2015 00:00:00,6,Suspenso,10,Homologação Suspensa,LG ELECTRONICS DO BRASIL LTDA,LG-P714,LG-P714,1,Telefone Móvel Celular,N,S,Brasil,BRA,BRA
22/02/2013,3671307096,Digibras Industria do Brasil S/A,7130025000159,07485/13,08/02/2013,08/02/2014 00:00:00,6,Suspenso,10,Homologação Suspensa,Digibras Industria do Brasil S/A,Motion Plus SD402,Motion Plus SD402,1,Telefone Móvel Celular,N,S,Brasil,BRA,BRA
22/02/2013,421301547,Nokia do Brasil Tecnologia Ltda.,2140198000215,NCC 9188/13,15/02/2013,15/02/2015 00:00:00,6,Suspenso,10,Homologação Suspensa,Microsoft Mobile Oy,310,310,1,Telefone Móvel Celular,N,S,Finlândia,FIN,FIN
30/04/2008,20120701914,ZTE do Brasil Ltda.,5216804000146,1191,27/11/2007,27/11/2011 00:00:00,6,Suspenso,10,Homologação Suspensa,ZTE Corporation,A35,A35,1,Telefone Móvel Celular,N,S,China,CHN,CHN
30/04/2008,20120701914,ZTE do Brasil Ltda.,5216804000146,1191,27/11/2007,27/11/2011 00:00:00,6,Suspenso,10,Homologação Suspensa,ZTE Corporation,A36,A36,1,Telefone Móvel Celular,N,S,China,CHN,CHN
02/04/2015,37601301547,Nokia do Brasil Tecnologia Ltda.,2140198000215,NCC 10320/13,29/01/2014,29/01/2016 00:00:00,6,Suspenso,10,Homologação Suspensa,Microsoft Mobile Oy,1520.3,1520.3,1,Telefone Móvel Celular,N,S,Finlândia,FIN,FIN
22/02/2013,681303257,HUAWEI DO BRASIL TELECOMUNICACOES LTDA,2975504000152,NCC 9196/13,14/02/2013,14/02/2014 00:00:00,6,Suspenso,10,Homologação Suspensa,Huawei Technologies Co. Ltd,G3621L,G3621L,1,Telefone Móvel Celular,N,S,China,CHN,CHN
10/09/2007,3860500502,MOTOROLA MOBILITY COMERCIO DE PRODUTOS ELETRONICOS LTDA,1472720000112,TRB-TEL-010/2001-185,27/07/2005,27/07/2008 00:00:00,6,Suspenso,11,Homologação Cancelada,MOTOROLA MOBILITY COMERCIO DE PRODUTOS ELETRONICOS LTDA,V220i,V220i,1,Telefone Móvel Celular,N,S,Brasil,BRA,BRA
04/05/2005,3920500953,SAMSUNG ELETRONICA DA AMAZONIA LTDA,280273000218,NCC 2411/05,28/04/2005,27/04/2006 00:00:00,6,Suspenso,11,Homologação Cancelada,Samsung Electronics Co Ltd.,SGH-X480,SGH-X480,1,Telefone Móvel Celular,N,S,Coréia,KOR,KOR
16/02/2016,2091501003,LG ELECTRONICS DO BRASIL LTDA,1166372000155,88370,03/02/2015,03/02/2017 00:00:00,6,Suspenso,10,Homologação Suspensa,LG ELECTRONICS DO BRASIL LTDA,LG-H522f (PRIME PLUS 4G),LG-H522f (PRIME PLUS 4G),1,Telefone Móvel Celular,N,S,Brasil,BRA,BRA
09/05/2003,5260301747,Nokia do Brasil Tecnologia Ltda.,2140198000215,NCC 977/03,29/04/2003,29/04/2004 00:00:00,6,Suspenso,11,Homologação Cancelada,Nokia TMC Ltd.,2280,2280,1,Telefone Móvel Celular,N,S,Coréia,KOR,KOR
22/01/2002,100200502,MOTOROLA MOBILITY COMERCIO DE PRODUTOS ELETRONICOS LTDA,1472720000112,TRB-TEL-010/2001-9-1,15/01/2002,15/01/2003 00:00:00,6,Suspenso,11,Homologação Cancelada,MOTOROLA MOBILITY COMERCIO DE PRODUTOS ELETRONICOS LTDA,StarTAC 7860W,StarTAC 7860W,1,Telefone Móvel Celular,N,S,Brasil,BRA,BRA
15/01/2008,18240703257,HUAWEI DO BRASIL TELECOMUNICACOES LTDA,2975504000152,NCC 4293/07,20/12/2007,20/12/2009 00:00:00,6,Suspenso,10,Homologação Suspensa,Huawei Technologies Co. Ltd,U5707,U5707,1,Telefone Móvel Celular,N,S,China,CHN,CHN
19/09/2001,20040100574,LG Electronics de SAo Paulo Ltda.,1166372000236,NCC001/01,31/08/2001,31/08/2002 00:00:00,6,Suspenso,11,Homologação Cancelada,LG Electronics Inc.,LG-DM515,LG-DM515,1,Telefone Móvel Celular,N,S,Coréia,KOR,KOR
27/08/2009,22220801547,Nokia do Brasil Tecnologia Ltda.,2140198000134,02846/08,06/01/2009,06/01/2011 00:00:00,6,Suspenso,10,Homologação Suspensa,Microsoft Mobile Oy,5800d-1b,5800d-1b,1,Telefone Móvel Celular,N,S,Finlândia,FIN,FIN
15/01/2008,18720702421,Blackberry Serv. de Suporte de Vendas Brasil LTDA,7058628000197,1185,02/01/2008,02/01/2015 00:00:00,6,Suspenso,10,Homologação Suspensa,Blackberry Limited,Blackberry 8110,Blackberry 8110,1,Telefone Móvel Celular,N,S,Canadá,CAN,CAN
29/01/2015,42031405520,HISENSE INTERNATIONAL DO BRASIL LTDA,19766293000140,86180,05/01/2015,05/01/2017 00:00:00,6,Suspenso,10,Homologação Suspensa,"Qingdao Hisense Communications Co., Ltd.",U971,U971,1,Telefone Móvel Celular,N,S,China,CHN,CHN
29/01/2003,950301864,Magneti Marelli Eletrônica Ltda.,4325604000169,201,20/12/2002,20/12/2003 00:00:00,6,Suspenso,11,Homologação Cancelada,Magneti Marelli Eletrônica Ltda.,GM 825,GM 825,1,Telefone Móvel Celular,N,S,Brasil,BRA,BRA
16/01/2004,460401808,Sony Ericsson Mobile Communication do Brasil Ltda,4667337000108,NCC 1534/03,06/01/2004,06/01/2005 00:00:00,6,Suspenso,11,Homologação Cancelada,Sony Ericsson Mobile Communications Taiwan,Z200,Z200,1,Telefone Móvel Celular,N,S,Taiwan,TWN,TWN
06/02/2009,27760801914,ZTE do Brasil Ltda.,5216804000146,1557,22/12/2008,22/12/2009 00:00:00,6,Suspenso,10,Homologação Suspensa,ZTE Corporation,F188,F188,1,Telefone Móvel Celular,N,S,China,CHN,CHN
16/01/2004,610400563,Nokia do Brasil Tecnologia Ltda.,2140198000134,NCC 1544/03,19/12/2003,19/12/2004 00:00:00,6,Suspenso,11,Homologação Cancelada,Nokia do Brasil Tecnologia Ltda.,6585i,6585i,1,Telefone Móvel Celular,N,S,Brasil,BRA,BRA
10/11/2010,6181005930,GRUPO MULTI S.A,59717553000102,04067/10,22/03/2010,22/03/2012 00:00:00,6,Suspenso,10,Homologação Suspensa,"Huizhou Dongri Digital Co.,Ltd",Multiphone,Multiphone,1,Telefone Móvel Celular,N,S,China,CHN,CHN
16/11/2006,7160600502,MOTOROLA MOBILITY COMERCIO DE PRODUTOS ELETRONICOS LTDA,1472720000112,NCC 3110/06,28/04/2006,28/04/2008 00:00:00,6,Suspenso,11,Homologação Cancelada,MOTOROLA MOBILITY COMERCIO DE PRODUTOS ELETRONICOS LTDA,C141c,C141c,1,Telefone Móvel Celular,N,S,Brasil,BRA,BRA
03/03/2005,1730501003,LG ELECTRONICS DO BRASIL LTDA,1166372000155,NCC 2299/05,03/02/2005,02/02/2006 00:00:00,6,Suspenso,11,Homologação Cancelada,LG ELECTRONICS DO BRASIL LTDA,MD2330,MD2330,1,Telefone Móvel Celular,N,S,Brasil,BRA,BRA
09/03/2007,19080600228,BenQ Eletroeletrônica Ltda.,7560958000186,NCC 3577/06,31/01/2007,31/01/2008 00:00:00,6,Suspenso,10,Homologação Suspensa,BenQ Eletroeletrônica Ltda.,C71a,C71a,1,Telefone Móvel Celular,N,S,Brasil,BRA,BRA
24/03/2005,2740501003,LG ELECTRONICS DO BRASIL LTDA,1166372000155,546,07/12/2011,07/12/2013 00:00:00,6,Suspenso,11,Homologação Cancelada,LG ELECTRONICS DO BRASIL LTDA,MG200c,MG200c,1,Telefone Móvel Celular,N,S,Brasil,BRA,BRA
16/03/2010,1791000953,SAMSUNG ELETRONICA DA AMAZONIA LTDA,280273000218,MT-0506/2010,03/03/2010,03/03/2012 00:00:00,6,Suspenso,10,Homologação Suspensa,Samsung Electronics Co Ltd.,GT-S3550,GT-S3550,1,Telefone Móvel Celular,N,S,Coréia,KOR,KOR
